	sp_id	hh_size	latitude	longitude	location	mo_name
941881	373882	3	55.19513635	61.3387367	POINT (61.3387367 55.19513635)	Kurchatovskiy rayon
964498	382868	8	55.196790681	61.309329875	POINT (61.309329875 55.196790681)	Kurchatovskiy rayon
883316	350616	3	55.19081822	61.37099831	POINT (61.37099831 55.19081822)	Kurchatovskiy rayon
997814	396117	5	55.204850027	61.275830444	POINT (61.275830444 55.204850027)	Kurchatovskiy rayon
856805	340090	5	55.189480988	61.314786047	POINT (61.314786047 55.189480988)	Kurchatovskiy rayon
973878	386593	5	55.197752713	61.312207537	POINT (61.312207537 55.197752713)	Kurchatovskiy rayon
1039544	412734	5	55.216977976	61.286138605	POINT (61.286138605 55.216977976)	Kurchatovskiy rayon
874556	347138	7	55.190372184	61.314499692	POINT (61.314499692 55.190372184)	Kurchatovskiy rayon
901334	357734	6	55.192413734	61.313597762	POINT (61.313597762 55.192413734)	Kurchatovskiy rayon
904715	359087	6	55.192531032	61.284653766	POINT (61.284653766 55.192531032)	Kurchatovskiy rayon
800687	317790	3	55.18583895	61.2716258	POINT (61.2716258 55.18583895)	Kurchatovskiy rayon
930853	369495	1	55.194307868	61.35874064	POINT (61.35874064 55.194307868)	Kurchatovskiy rayon
942939	374294	3	55.195215439	61.317214	POINT (61.317214 55.195215439)	Kurchatovskiy rayon
783873	311101	6	55.185089962	61.278463226	POINT (61.278463226 55.185089962)	Kurchatovskiy rayon
950008	377103	3	55.195791237	61.326820746	POINT (61.326820746 55.195791237)	Kurchatovskiy rayon
1008006	400171	5	55.208206813	61.306457126	POINT (61.306457126 55.208206813)	Kurchatovskiy rayon
902949	358383	5	55.192477398	61.308958691	POINT (61.308958691 55.192477398)	Kurchatovskiy rayon
982154	389885	2	55.198731015	61.318797882	POINT (61.318797882 55.198731015)	Kurchatovskiy rayon
826381	327993	5	55.187668268	61.300988901	POINT (61.300988901 55.187668268)	Kurchatovskiy rayon
938874	372678	5	55.195032303	61.33050328	POINT (61.33050328 55.195032303)	Kurchatovskiy rayon
904725	359090	5	55.192531032	61.284653766	POINT (61.284653766 55.192531032)	Kurchatovskiy rayon
895917	355612	6	55.191625148	61.323310469	POINT (61.323310469 55.191625148)	Kurchatovskiy rayon
891376	353808	3	55.1913839	61.350458805	POINT (61.350458805 55.1913839)	Kurchatovskiy rayon
850122	337424	3	55.18908575	61.275010116	POINT (61.275010116 55.18908575)	Kurchatovskiy rayon
820704	325730	5	55.187193271	61.370344618	POINT (61.370344618 55.187193271)	Kurchatovskiy rayon
882668	350355	3	55.190778335	61.342220179	POINT (61.342220179 55.190778335)	Kurchatovskiy rayon
901460	357791	4	55.192426306	61.312215723	POINT (61.312215723 55.192426306)	Kurchatovskiy rayon
898263	356530	5	55.191949923	61.337649286	POINT (61.337649286 55.191949923)	Kurchatovskiy rayon
908502	360596	4	55.192893693	61.348172402	POINT (61.348172402 55.192893693)	Kurchatovskiy rayon
863408	342710	2	55.189814448	61.3533435	POINT (61.3533435 55.189814448)	Kurchatovskiy rayon
1042627	413962	5	55.218122863	61.285463252	POINT (61.285463252 55.218122863)	Kurchatovskiy rayon
993780	394509	4	55.202564959	61.286698846	POINT (61.286698846 55.202564959)	Kurchatovskiy rayon
894553	355062	5	55.191558042	61.277461767	POINT (61.277461767 55.191558042)	Kurchatovskiy rayon
901718	357893	3	55.192441918	61.322430747	POINT (61.322430747 55.192441918)	Kurchatovskiy rayon
1011070	401391	3	55.208501194	61.287755318	POINT (61.287755318 55.208501194)	Kurchatovskiy rayon
1062004	421552	5	55.2363547	61.30147115	POINT (61.30147115 55.2363547)	Kurchatovskiy rayon
1028757	408445	3	55.212526909	61.282199276	POINT (61.282199276 55.212526909)	Kurchatovskiy rayon
940699	373413	2	55.195063522	61.352964817	POINT (61.352964817 55.195063522)	Kurchatovskiy rayon
793688	315008	4	55.185397814	61.390975164	POINT (61.390975164 55.185397814)	Kurchatovskiy rayon
1012820	402095	2	55.208652498	61.271572706	POINT (61.271572706 55.208652498)	Kurchatovskiy rayon
993751	394495	3	55.202564959	61.286698846	POINT (61.286698846 55.202564959)	Kurchatovskiy rayon
1041126	413360	4	55.217343054	61.282674411	POINT (61.282674411 55.217343054)	Kurchatovskiy rayon
925077	367181	5	55.194018424	61.342027881	POINT (61.342027881 55.194018424)	Kurchatovskiy rayon
1002458	397964	5	55.2070668	61.30428685	POINT (61.30428685 55.2070668)	Kurchatovskiy rayon
1004584	398816	4	55.207754612	61.303760947	POINT (61.303760947 55.207754612)	Kurchatovskiy rayon
1077599	427697	3	55.239953923	61.310132995	POINT (61.310132995 55.239953923)	Kurchatovskiy rayon
925705	367422	3	55.194026714	61.324142541	POINT (61.324142541 55.194026714)	Kurchatovskiy rayon
995142	395059	2	55.203484038	61.286394181	POINT (61.286394181 55.203484038)	Kurchatovskiy rayon
886445	351854	3	55.190994717	61.351107618	POINT (61.351107618 55.190994717)	Kurchatovskiy rayon
819751	325354	4	55.187154578	61.38298908	POINT (61.38298908 55.187154578)	Kurchatovskiy rayon
938039	372349	7	55.1950226	61.3344978	POINT (61.3344978 55.1950226)	Kurchatovskiy rayon
921468	365751	2	55.193646942	61.285065687	POINT (61.285065687 55.193646942)	Kurchatovskiy rayon
818895	325019	3	55.187119278	61.291496552	POINT (61.291496552 55.187119278)	Kurchatovskiy rayon
844311	335117	4	55.188585953	61.273930613	POINT (61.273930613 55.188585953)	Kurchatovskiy rayon
1057807	419914	4	55.235447287	61.286670115	POINT (61.286670115 55.235447287)	Kurchatovskiy rayon
919523	364979	2	55.193470422	61.303259732	POINT (61.303259732 55.193470422)	Kurchatovskiy rayon
793533	314942	1	55.185389856	61.280533333	POINT (61.280533333 55.185389856)	Kurchatovskiy rayon
1030432	409103	5	55.213081099	61.293843897	POINT (61.293843897 55.213081099)	Kurchatovskiy rayon
876638	347968	6	55.190464128	61.383664151	POINT (61.383664151 55.190464128)	Kurchatovskiy rayon
996104	395439	2	55.2038035	61.28320825	POINT (61.28320825 55.2038035)	Kurchatovskiy rayon
949285	376819	4	55.195708445	61.329390216	POINT (61.329390216 55.195708445)	Kurchatovskiy rayon
872369	346261	1	55.190250851	61.299345935	POINT (61.299345935 55.190250851)	Kurchatovskiy rayon
946252	375613	3	55.19557235	61.3521718	POINT (61.3521718 55.19557235)	Kurchatovskiy rayon
988488	392400	3	55.200185157	61.317649178	POINT (61.317649178 55.200185157)	Kurchatovskiy rayon
807192	320373	7	55.186292335	61.390998229	POINT (61.390998229 55.186292335)	Kurchatovskiy rayon
1010547	401189	6	55.208410646	61.30142601	POINT (61.30142601 55.208410646)	Kurchatovskiy rayon
897514	356237	4	55.191835477	61.291989898	POINT (61.291989898 55.191835477)	Kurchatovskiy rayon
957498	380084	2	55.196299907	61.331033213	POINT (61.331033213 55.196299907)	Kurchatovskiy rayon
986140	391471	2	55.19969095	61.35774275	POINT (61.35774275 55.19969095)	Kurchatovskiy rayon
789338	313277	4	55.185279946	61.381980134	POINT (61.381980134 55.185279946)	Kurchatovskiy rayon
1041624	413563	2	55.217521595	61.296384157	POINT (61.296384157 55.217521595)	Kurchatovskiy rayon
1011360	401513	3	55.208501194	61.287755318	POINT (61.287755318 55.208501194)	Kurchatovskiy rayon
1016547	403573	4	55.209240649	61.288177987	POINT (61.288177987 55.209240649)	Kurchatovskiy rayon
831494	330020	3	55.187967476	61.301643871	POINT (61.301643871 55.187967476)	Kurchatovskiy rayon
880453	349482	2	55.190625821	61.282767535	POINT (61.282767535 55.190625821)	Kurchatovskiy rayon
934034	370748	3	55.194963286	61.308427187	POINT (61.308427187 55.194963286)	Kurchatovskiy rayon
1016563	403580	2	55.209240649	61.288177987	POINT (61.288177987 55.209240649)	Kurchatovskiy rayon
963746	382566	4	55.196778025	61.323443973	POINT (61.323443973 55.196778025)	Kurchatovskiy rayon
1001934	397757	3	55.206588767	61.270584299	POINT (61.270584299 55.206588767)	Kurchatovskiy rayon
1009606	400813	5	55.208321596	61.289789923	POINT (61.289789923 55.208321596)	Kurchatovskiy rayon
1021594	405586	4	55.210189375	61.270381888	POINT (61.270381888 55.210189375)	Kurchatovskiy rayon
1042867	414057	9	55.218319066	61.284374122	POINT (61.284374122 55.218319066)	Kurchatovskiy rayon
1076531	427270	5	55.239718228	61.311988252	POINT (61.311988252 55.239718228)	Kurchatovskiy rayon
968940	384632	2	55.197226846	61.307367472	POINT (61.307367472 55.197226846)	Kurchatovskiy rayon
944653	374977	5	55.195436719	61.281629276	POINT (61.281629276 55.195436719)	Kurchatovskiy rayon
826666	328102	5	55.187673619	61.289446396	POINT (61.289446396 55.187673619)	Kurchatovskiy rayon
940345	373263	1	55.195061422	61.30276493	POINT (61.30276493 55.195061422)	Kurchatovskiy rayon
868888	344885	2	55.190112606	61.36687827	POINT (61.36687827 55.190112606)	Kurchatovskiy rayon
977201	387920	2	55.198108631	61.30511084	POINT (61.30511084 55.198108631)	Kurchatovskiy rayon
1042584	413947	5	55.218122863	61.285463252	POINT (61.285463252 55.218122863)	Kurchatovskiy rayon
987536	392021	7	55.199946295	61.33410084	POINT (61.33410084 55.199946295)	Kurchatovskiy rayon
969133	384713	3	55.197226846	61.307367472	POINT (61.307367472 55.197226846)	Kurchatovskiy rayon
892278	354166	5	55.191426549	61.325145695	POINT (61.325145695 55.191426549)	Kurchatovskiy rayon
924166	366825	4	55.194004365	61.315791176	POINT (61.315791176 55.194004365)	Kurchatovskiy rayon
973750	386542	3	55.197730141	61.344170658	POINT (61.344170658 55.197730141)	Kurchatovskiy rayon
879847	349245	3	55.190615107	61.353406425	POINT (61.353406425 55.190615107)	Kurchatovskiy rayon
870109	345369	5	55.190193168	61.32509388	POINT (61.32509388 55.190193168)	Kurchatovskiy rayon
972404	386010	3	55.19753365	61.360852253	POINT (61.360852253 55.19753365)	Kurchatovskiy rayon
857481	340355	2	55.189511009	61.329239266	POINT (61.329239266 55.189511009)	Kurchatovskiy rayon
1036459	411509	2	55.215543331	61.298503898	POINT (61.298503898 55.215543331)	Kurchatovskiy rayon
780750	309876	4	55.184889537	61.370718044	POINT (61.370718044 55.184889537)	Kurchatovskiy rayon
912557	362205	4	55.193048455	61.341149899	POINT (61.341149899 55.193048455)	Kurchatovskiy rayon
975850	387376	3	55.198054998	61.359717656	POINT (61.359717656 55.198054998)	Kurchatovskiy rayon
887742	352379	5	55.191022391	61.278000273	POINT (61.278000273 55.191022391)	Kurchatovskiy rayon
937025	371938	2	55.195007051	61.324318717	POINT (61.324318717 55.195007051)	Kurchatovskiy rayon
1020645	405213	2	55.209965676	61.274473186	POINT (61.274473186 55.209965676)	Kurchatovskiy rayon
975873	387384	2	55.198065033	61.359221035	POINT (61.359221035 55.198065033)	Kurchatovskiy rayon
875889	347668	2	55.190442805	61.382894426	POINT (61.382894426 55.190442805)	Kurchatovskiy rayon
1010955	401349	3	55.208434038	61.30035716	POINT (61.30035716 55.208434038)	Kurchatovskiy rayon
952249	377996	4	55.196061675	61.320270598	POINT (61.320270598 55.196061675)	Kurchatovskiy rayon
961916	381838	2	55.196581038	61.310496419	POINT (61.310496419 55.196581038)	Kurchatovskiy rayon
881793	350021	4	55.190674843	61.311621057	POINT (61.311621057 55.190674843)	Kurchatovskiy rayon
955888	379441	1	55.196207257	61.299443732	POINT (61.299443732 55.196207257)	Kurchatovskiy rayon
917316	364099	2	55.193307212	61.307881453	POINT (61.307881453 55.193307212)	Kurchatovskiy rayon
771328	306126	2	55.184325141	61.292242625	POINT (61.292242625 55.184325141)	Kurchatovskiy rayon
918701	364651	4	55.193408259	61.336188402	POINT (61.336188402 55.193408259)	Kurchatovskiy rayon
1048434	416272	3	55.227251166	61.292492918	POINT (61.292492918 55.227251166)	Kurchatovskiy rayon
889640	353121	2	55.191257476	61.3165642	POINT (61.3165642 55.191257476)	Kurchatovskiy rayon
880205	349384	6	55.190625821	61.282767535	POINT (61.282767535 55.190625821)	Kurchatovskiy rayon
979499	388832	5	55.198196679	61.348718111	POINT (61.348718111 55.198196679)	Kurchatovskiy rayon
810615	321735	2	55.186416669	61.369642224	POINT (61.369642224 55.186416669)	Kurchatovskiy rayon
862686	342420	4	55.189745979	61.316604789	POINT (61.316604789 55.189745979)	Kurchatovskiy rayon
981809	389751	2	55.198475745	61.316626079	POINT (61.316626079 55.198475745)	Kurchatovskiy rayon
1019996	404949	4	55.209738874	61.27965894	POINT (61.27965894 55.209738874)	Kurchatovskiy rayon
929365	368895	2	55.194173104	61.361071156	POINT (61.361071156 55.194173104)	Kurchatovskiy rayon
809198	321167	2	55.186354463	61.380814437	POINT (61.380814437 55.186354463)	Kurchatovskiy rayon
826259	327940	5	55.187668268	61.300988901	POINT (61.300988901 55.187668268)	Kurchatovskiy rayon
982787	390141	2	55.19887861	61.334331499	POINT (61.334331499 55.19887861)	Kurchatovskiy rayon
773900	307148	4	55.18449515	61.2775997	POINT (61.2775997 55.18449515)	Kurchatovskiy rayon
780386	309731	6	55.184889537	61.370718044	POINT (61.370718044 55.184889537)	Kurchatovskiy rayon
918703	364651	4	55.193408259	61.336188402	POINT (61.336188402 55.193408259)	Kurchatovskiy rayon
759714	301507	3	55.183677185	61.292660738	POINT (61.292660738 55.183677185)	Kurchatovskiy rayon
907365	360141	2	55.192679003	61.346966283	POINT (61.346966283 55.192679003)	Kurchatovskiy rayon
1062064	421575	4	55.2363547	61.30147115	POINT (61.30147115 55.2363547)	Kurchatovskiy rayon
999162	396658	7	55.205386916	61.316387813	POINT (61.316387813 55.205386916)	Kurchatovskiy rayon
872865	346466	6	55.19027772	61.351028855	POINT (61.351028855 55.19027772)	Kurchatovskiy rayon
894804	355168	3	55.191583252	61.288700187	POINT (61.288700187 55.191583252)	Kurchatovskiy rayon
877019	348118	3	55.190476835	61.306645551	POINT (61.306645551 55.190476835)	Kurchatovskiy rayon
785511	311759	6	55.185120139	61.38535951	POINT (61.38535951 55.185120139)	Kurchatovskiy rayon
938771	372635	6	55.19502905	61.327015352	POINT (61.327015352 55.19502905)	Kurchatovskiy rayon
1029328	408666	4	55.212606865	61.294714038	POINT (61.294714038 55.212606865)	Kurchatovskiy rayon
951482	377691	3	55.196050469	61.318412091	POINT (61.318412091 55.196050469)	Kurchatovskiy rayon
892717	354337	2	55.1914544	61.3832483	POINT (61.3832483 55.1914544)	Kurchatovskiy rayon
933565	370563	2	55.194851809	61.284694967	POINT (61.284694967 55.194851809)	Kurchatovskiy rayon
1037780	412031	3	55.216327816	61.279845299	POINT (61.279845299 55.216327816)	Kurchatovskiy rayon
836212	331896	3	55.188257106	61.375960907	POINT (61.375960907 55.188257106)	Kurchatovskiy rayon
847369	336336	3	55.188897411	61.384563265	POINT (61.384563265 55.188897411)	Kurchatovskiy rayon
977605	388076	2	55.198123843	61.310702562	POINT (61.310702562 55.198123843)	Kurchatovskiy rayon
1002503	397983	3	55.2070668	61.30428685	POINT (61.30428685 55.2070668)	Kurchatovskiy rayon
836061	331834	2	55.188257106	61.375960907	POINT (61.375960907 55.188257106)	Kurchatovskiy rayon
965101	383110	4	55.196794634	61.314919403	POINT (61.314919403 55.196794634)	Kurchatovskiy rayon
1053686	418304	5	55.234639	61.28781045	POINT (61.28781045 55.234639)	Kurchatovskiy rayon
882216	350183	4	55.190725894	61.308047177	POINT (61.308047177 55.190725894)	Kurchatovskiy rayon
842401	334360	3	55.188477051	61.386014654	POINT (61.386014654 55.188477051)	Kurchatovskiy rayon
789314	313267	5	55.185279946	61.381980134	POINT (61.381980134 55.185279946)	Kurchatovskiy rayon
978693	388514	5	55.19816525	61.336822297	POINT (61.336822297 55.19816525)	Kurchatovskiy rayon
1057446	419778	2	55.23523695	61.30342755	POINT (61.30342755 55.23523695)	Kurchatovskiy rayon
1033377	410277	1	55.214264427	61.294639204	POINT (61.294639204 55.214264427)	Kurchatovskiy rayon
1017146	403811	4	55.209325178	61.278467244	POINT (61.278467244 55.209325178)	Kurchatovskiy rayon
1020988	405340	4	55.209965676	61.274473186	POINT (61.274473186 55.209965676)	Kurchatovskiy rayon
988383	392360	1	55.200185157	61.317649178	POINT (61.317649178 55.200185157)	Kurchatovskiy rayon
935388	371288	4	55.194974986	61.358292262	POINT (61.358292262 55.194974986)	Kurchatovskiy rayon
880343	349440	2	55.190625821	61.282767535	POINT (61.282767535 55.190625821)	Kurchatovskiy rayon
1031719	409616	3	55.213785754	61.295176887	POINT (61.295176887 55.213785754)	Kurchatovskiy rayon
869558	345152	6	55.190140602	61.348840911	POINT (61.348840911 55.190140602)	Kurchatovskiy rayon
847740	336481	4	55.188975939	61.282279591	POINT (61.282279591 55.188975939)	Kurchatovskiy rayon
1014204	402642	3	55.208768617	61.279571557	POINT (61.279571557 55.208768617)	Kurchatovskiy rayon
853079	338603	6	55.189291825	61.272588098	POINT (61.272588098 55.189291825)	Kurchatovskiy rayon
984995	391011	1	55.199286483	61.315406384	POINT (61.315406384 55.199286483)	Kurchatovskiy rayon
913369	362531	4	55.1930823	61.3648638	POINT (61.3648638 55.1930823)	Kurchatovskiy rayon
1053554	418252	1	55.23461829	61.356152986	POINT (61.356152986 55.23461829)	Kurchatovskiy rayon
991314	393535	3	55.201463389	61.318805037	POINT (61.318805037 55.201463389)	Kurchatovskiy rayon
910383	361344	7	55.192974806	61.281161433	POINT (61.281161433 55.192974806)	Kurchatovskiy rayon
981297	389551	3	55.1984676	61.322763575	POINT (61.322763575 55.1984676)	Kurchatovskiy rayon
1042391	413868	3	55.217899055	61.297285893	POINT (61.297285893 55.217899055)	Kurchatovskiy rayon
861426	341921	6	55.189674986	61.326612075	POINT (61.326612075 55.189674986)	Kurchatovskiy rayon
972623	386094	4	55.19756365	61.33961095	POINT (61.33961095 55.19756365)	Kurchatovskiy rayon
881471	349892	8	55.190638948	61.273328552	POINT (61.273328552 55.190638948)	Kurchatovskiy rayon
956310	379616	7	55.196207257	61.299443732	POINT (61.299443732 55.196207257)	Kurchatovskiy rayon
1010676	401236	3	55.208410646	61.30142601	POINT (61.30142601 55.208410646)	Kurchatovskiy rayon
919253	364866	1	55.193430985	61.361476055	POINT (61.361476055 55.193430985)	Kurchatovskiy rayon
1004840	398921	3	55.207775497	61.29194825	POINT (61.29194825 55.207775497)	Kurchatovskiy rayon
1060487	420961	6	55.23597076	61.305160654	POINT (61.305160654 55.23597076)	Kurchatovskiy rayon
1024272	406645	8	55.211247648	61.279975497	POINT (61.279975497 55.211247648)	Kurchatovskiy rayon
901462	357791	4	55.192426306	61.312215723	POINT (61.312215723 55.192426306)	Kurchatovskiy rayon
956053	379509	1	55.196207257	61.299443732	POINT (61.299443732 55.196207257)	Kurchatovskiy rayon
801684	318180	2	55.185889703	61.293050914	POINT (61.293050914 55.185889703)	Kurchatovskiy rayon
1011779	401681	2	55.208555375	61.284945784	POINT (61.284945784 55.208555375)	Kurchatovskiy rayon
927276	368062	2	55.194074151	61.329487327	POINT (61.329487327 55.194074151)	Kurchatovskiy rayon
890842	353593	3	55.191333568	61.379773788	POINT (61.379773788 55.191333568)	Kurchatovskiy rayon
915375	363326	4	55.193241641	61.327868948	POINT (61.327868948 55.193241641)	Kurchatovskiy rayon
1040486	413111	4	55.217238525	61.281291814	POINT (61.281291814 55.217238525)	Kurchatovskiy rayon
1018756	404453	2	55.209424809	61.269998155	POINT (61.269998155 55.209424809)	Kurchatovskiy rayon
1024322	406660	4	55.211247648	61.279975497	POINT (61.279975497 55.211247648)	Kurchatovskiy rayon
1024730	406829	5	55.211441592	61.289882474	POINT (61.289882474 55.211441592)	Kurchatovskiy rayon
1009019	400580	3	55.208299642	61.30395714	POINT (61.30395714 55.208299642)	Kurchatovskiy rayon
942384	374074	5	55.195190398	61.350524673	POINT (61.350524673 55.195190398)	Kurchatovskiy rayon
911043	361606	3	55.192979439	61.341995648	POINT (61.341995648 55.192979439)	Kurchatovskiy rayon
939927	373098	3	55.195055245	61.341181302	POINT (61.341181302 55.195055245)	Kurchatovskiy rayon
1034014	410528	3	55.214388535	61.303470341	POINT (61.303470341 55.214388535)	Kurchatovskiy rayon
949767	377009	2	55.195742994	61.342644587	POINT (61.342644587 55.195742994)	Kurchatovskiy rayon
817857	324599	3	55.187096424	61.299421428	POINT (61.299421428 55.187096424)	Kurchatovskiy rayon
999663	396857	3	55.205418787	61.276393132	POINT (61.276393132 55.205418787)	Kurchatovskiy rayon
901763	357909	5	55.192444898	61.364931251	POINT (61.364931251 55.192444898)	Kurchatovskiy rayon
922013	365961	3	55.193706095	61.358279261	POINT (61.358279261 55.193706095)	Kurchatovskiy rayon
870720	345612	4	55.190199958	61.365849024	POINT (61.365849024 55.190199958)	Kurchatovskiy rayon
819693	325332	2	55.187154578	61.38298908	POINT (61.38298908 55.187154578)	Kurchatovskiy rayon
869927	345297	6	55.190192805	61.329994145	POINT (61.329994145 55.190192805)	Kurchatovskiy rayon
1003594	398418	3	55.207596899	61.289234203	POINT (61.289234203 55.207596899)	Kurchatovskiy rayon
955232	379179	2	55.196194877	61.305329569	POINT (61.305329569 55.196194877)	Kurchatovskiy rayon
972452	386029	2	55.197544934	61.322532968	POINT (61.322532968 55.197544934)	Kurchatovskiy rayon
973545	386462	3	55.197716006	61.331812802	POINT (61.331812802 55.197716006)	Kurchatovskiy rayon
897490	356227	4	55.191835477	61.291989898	POINT (61.291989898 55.191835477)	Kurchatovskiy rayon
821301	325973	2	55.187243024	61.385818419	POINT (61.385818419 55.187243024)	Kurchatovskiy rayon
963903	382628	4	55.196783299	61.303707209	POINT (61.303707209 55.196783299)	Kurchatovskiy rayon
1031986	409724	4	55.213785754	61.295176887	POINT (61.295176887 55.213785754)	Kurchatovskiy rayon
924094	366792	2	55.194004365	61.315791176	POINT (61.315791176 55.194004365)	Kurchatovskiy rayon
905704	359482	5	55.192544845	61.304264831	POINT (61.304264831 55.192544845)	Kurchatovskiy rayon
819895	325411	2	55.187165891	61.383939625	POINT (61.383939625 55.187165891)	Kurchatovskiy rayon
871009	345726	1	55.190216206	61.369813561	POINT (61.369813561 55.190216206)	Kurchatovskiy rayon
878371	348664	4	55.190540795	61.331980118	POINT (61.331980118 55.190540795)	Kurchatovskiy rayon
889032	352885	6	55.191172197	61.384250437	POINT (61.384250437 55.191172197)	Kurchatovskiy rayon
931205	369629	5	55.194332245	61.283386573	POINT (61.283386573 55.194332245)	Kurchatovskiy rayon
1058330	420115	4	55.23561205	61.30224775	POINT (61.30224775 55.23561205)	Kurchatovskiy rayon
846461	335969	7	55.188812005	61.378980207	POINT (61.378980207 55.188812005)	Kurchatovskiy rayon
988741	392511	1	55.200252235	61.326854836	POINT (61.326854836 55.200252235)	Kurchatovskiy rayon
949387	376857	3	55.195720696	61.340587666	POINT (61.340587666 55.195720696)	Kurchatovskiy rayon
920015	365175	3	55.193483475	61.364021707	POINT (61.364021707 55.193483475)	Kurchatovskiy rayon
939891	373083	5	55.195055245	61.341181302	POINT (61.341181302 55.195055245)	Kurchatovskiy rayon
896645	355896	2	55.191657656	61.279098424	POINT (61.279098424 55.191657656)	Kurchatovskiy rayon
923244	366447	1	55.1939978	61.312294412	POINT (61.312294412 55.1939978)	Kurchatovskiy rayon
892812	354377	4	55.19147085	61.37896615	POINT (61.37896615 55.19147085)	Kurchatovskiy rayon
912177	362060	2	55.193019308	61.351732403	POINT (61.351732403 55.193019308)	Kurchatovskiy rayon
881550	349923	2	55.190672797	61.316048119	POINT (61.316048119 55.190672797)	Kurchatovskiy rayon
785374	311699	4	55.185109956	61.292963332	POINT (61.292963332 55.185109956)	Kurchatovskiy rayon
892490	354249	1	55.191450535	61.305458224	POINT (61.305458224 55.191450535)	Kurchatovskiy rayon
1036323	411454	1	55.215480457	61.301094862	POINT (61.301094862 55.215480457)	Kurchatovskiy rayon
889227	352961	4	55.191172197	61.384250437	POINT (61.384250437 55.191172197)	Kurchatovskiy rayon
995125	395053	2	55.203484038	61.286394181	POINT (61.286394181 55.203484038)	Kurchatovskiy rayon
874311	347041	6	55.190367875	61.274430619	POINT (61.274430619 55.190367875)	Kurchatovskiy rayon
1078560	428078	2	55.2402419	61.2873326	POINT (61.2873326 55.2402419)	Kurchatovskiy rayon
951613	377739	2	55.196050469	61.318412091	POINT (61.318412091 55.196050469)	Kurchatovskiy rayon
870552	345545	5	55.190196869	61.29008897	POINT (61.29008897 55.190196869)	Kurchatovskiy rayon
856707	340048	3	55.189480988	61.314786047	POINT (61.314786047 55.189480988)	Kurchatovskiy rayon
930073	369169	5	55.194304678	61.281171279	POINT (61.281171279 55.194304678)	Kurchatovskiy rayon
872964	346506	4	55.19027772	61.351028855	POINT (61.351028855 55.19027772)	Kurchatovskiy rayon
984498	390814	4	55.1992374	61.35667385	POINT (61.35667385 55.1992374)	Kurchatovskiy rayon
851613	338019	4	55.18918291	61.307944006	POINT (61.307944006 55.18918291)	Kurchatovskiy rayon
1014031	402572	2	55.208755582	61.281569467	POINT (61.281569467 55.208755582)	Kurchatovskiy rayon
1018120	404201	4	55.209391243	61.301248486	POINT (61.301248486 55.209391243)	Kurchatovskiy rayon
1033866	410474	3	55.214388535	61.303470341	POINT (61.303470341 55.214388535)	Kurchatovskiy rayon
889609	353109	4	55.191257476	61.3165642	POINT (61.3165642 55.191257476)	Kurchatovskiy rayon
1066808	423443	2	55.237503975	61.309935071	POINT (61.309935071 55.237503975)	Kurchatovskiy rayon
974405	386803	5	55.197817875	61.348546046	POINT (61.348546046 55.197817875)	Kurchatovskiy rayon
930807	369473	6	55.194304678	61.281171279	POINT (61.281171279 55.194304678)	Kurchatovskiy rayon
905470	359381	2	55.192540463	61.336130332	POINT (61.336130332 55.192540463)	Kurchatovskiy rayon
1003422	398346	4	55.207431392	61.271245605	POINT (61.271245605 55.207431392)	Kurchatovskiy rayon
1028505	408334	4	55.212323095	61.285863678	POINT (61.285863678 55.212323095)	Kurchatovskiy rayon
1030898	409292	5	55.213508004	61.292732105	POINT (61.292732105 55.213508004)	Kurchatovskiy rayon
805788	319827	5	55.186164717	61.290394307	POINT (61.290394307 55.186164717)	Kurchatovskiy rayon
896639	355893	3	55.191657656	61.279098424	POINT (61.279098424 55.191657656)	Kurchatovskiy rayon
1033252	410228	3	55.214264427	61.294639204	POINT (61.294639204 55.214264427)	Kurchatovskiy rayon
1075018	426676	6	55.239291535	61.301634847	POINT (61.301634847 55.239291535)	Kurchatovskiy rayon
877241	348207	4	55.190498325	61.34579481	POINT (61.34579481 55.190498325)	Kurchatovskiy rayon
880744	349600	5	55.190625821	61.282767535	POINT (61.282767535 55.190625821)	Kurchatovskiy rayon
856699	340046	2	55.189480988	61.314786047	POINT (61.314786047 55.189480988)	Kurchatovskiy rayon
969418	384822	2	55.197240725	61.324161624	POINT (61.324161624 55.197240725)	Kurchatovskiy rayon
1019662	404820	3	55.209708401	61.280528508	POINT (61.280528508 55.209708401)	Kurchatovskiy rayon
917396	364131	4	55.193307212	61.307881453	POINT (61.307881453 55.193307212)	Kurchatovskiy rayon
926043	367570	2	55.194026714	61.324142541	POINT (61.324142541 55.194026714)	Kurchatovskiy rayon
823896	327002	4	55.187543068	61.380479316	POINT (61.380479316 55.187543068)	Kurchatovskiy rayon
1007142	399831	1	55.208029426	61.286370297	POINT (61.286370297 55.208029426)	Kurchatovskiy rayon
992230	393899	4	55.2021329	61.2848571	POINT (61.2848571 55.2021329)	Kurchatovskiy rayon
1034700	410807	3	55.214768879	61.301527506	POINT (61.301527506 55.214768879)	Kurchatovskiy rayon
1008095	400207	3	55.208206813	61.306457126	POINT (61.306457126 55.208206813)	Kurchatovskiy rayon
992754	394107	5	55.202364313	61.315921362	POINT (61.315921362 55.202364313)	Kurchatovskiy rayon
904458	358986	4	55.192531032	61.284653766	POINT (61.284653766 55.192531032)	Kurchatovskiy rayon
892491	354251	2	55.191450535	61.305458224	POINT (61.305458224 55.191450535)	Kurchatovskiy rayon
