	sp_id	sp_hh_id	age	sex	work_id
243922	1112732	96420	71	F	X
243923	814156	96420	37	F	15332
243933	417300	96424	55	M	15333
243934	908846	96424	47	F	15333
243935	205658	96424	30	M	15333
243936	957431	96424	53	F	15333
244041	304501	96468	40	M	15341
244042	881799	96468	44	F	15341
244065	994552	96478	58	F	15342
244066	994551	96478	58	F	15342
244067	803777	96478	36	F	15342
244117	1164126	96496	82	F	X
244118	1147850	96496	77	F	X
244119	545386	96496	96	M	X
244120	224051	96496	32	M	15346
244255	684548	96555	20	F	15354
244256	1095976	96555	69	F	X
244257	265720	96555	36	M	15354
244556	814163	96670	37	F	15369
244557	276036	96670	37	M	15369
244558	26135	96670	4	M	X
244683	1152110	96722	79	F	X
244684	577334	96722	5	F	X
244685	338464	96722	44	M	15374
244780	1120471	96757	72	F	X
244781	1128113	96757	73	F	X
244782	1120470	96757	72	F	X
244783	1120468	96757	72	F	X
244784	50574	96757	7	M	5
245004	313239	96849	41	M	15394
245005	313238	96849	41	M	15394
245006	313237	96849	41	M	15394
245007	313236	96849	41	M	15394
245194	483448	96922	65	M	X
245195	423432	96922	56	M	X
245479	59301	97031	8	M	28
245480	1050605	97031	64	F	X
245674	684555	97119	20	F	15437
245675	26139	97119	4	M	X
245676	121174	97119	16	M	30
245677	526098	97119	74	M	X
245678	411334	97119	54	M	15437
245783	107736	97163	14	M	62
245784	234036	97163	33	M	15441
245785	107739	97163	14	M	69
245857	330189	97196	43	M	15445
245858	844294	97196	40	F	15445
245859	1168793	97196	83	F	X
245860	234029	97196	33	M	15445
245861	234031	97196	33	M	15445
245995	660508	97248	16	F	79
245996	660507	97248	16	F	96
245997	853755	97248	41	F	15453
246166	161935	97317	23	M	15463
246167	161934	97317	23	M	15463
246168	161933	97317	23	M	15463
246191	1168788	97329	83	F	X
246192	1168789	97329	83	F	X
246206	244489	97336	34	M	15464
246207	1003277	97336	59	F	15464
246208	411337	97336	54	M	15464
246209	1003276	97336	59	F	15464
246210	1003274	97336	59	F	15464
246211	1003273	97337	59	F	15465
246212	495194	97337	67	M	X
246213	495195	97337	67	M	X
246304	782509	97370	34	F	15471
246305	398634	97370	52	M	15471
246306	994561	97370	58	F	15471
246314	167581	97373	24	M	15472
246315	167582	97373	24	M	15472
246316	167583	97374	24	M	15472
246317	925986	97374	49	F	15472
246318	114621	97374	15	M	2
246319	114619	97374	15	M	65
246320	114618	97374	15	M	20
246321	489375	97374	66	M	X
246322	489374	97374	66	M	X
246323	489373	97374	66	M	X
246351	925978	97383	49	F	15475
246352	782508	97383	34	F	15475
246353	782507	97383	34	F	15476
246354	994564	97383	58	F	15476
246355	994565	97384	58	F	15476
246356	994566	97384	58	F	15476
246510	304516	97453	40	M	15487
246511	276057	97453	37	M	15487
246512	276056	97453	37	M	15487
246593	618238	97487	10	F	26
246594	477267	97487	64	M	X
246665	7150	97512	1	M	X
246666	7149	97512	1	M	X
246697	957450	97528	53	F	15500
246883	139968	97602	19	M	15511
246884	539924	97602	83	M	X
246885	539925	97602	83	M	X
247046	435726	97666	58	M	X
247047	26147	97666	4	M	X
247048	1031626	97666	62	F	X
247049	678806	97666	19	F	15521
247065	782513	97672	34	F	15523
247066	514985	97672	71	M	X
247067	782514	97672	34	F	15523
247068	244491	97672	34	M	15523
247129	690012	97702	21	F	15525
247130	354390	97702	46	M	15525
247131	1120484	97702	72	F	X
247132	214537	97702	31	M	15526
247147	666626	97708	17	F	57
247148	405134	97708	53	M	15527
247149	405133	97708	53	M	15527
247150	33657	97708	5	M	X
247264	234044	97752	33	M	15534
247265	1031629	97752	62	F	X
247266	917545	97752	48	F	15534
247464	533353	97833	78	M	X
247465	626020	97833	11	F	29
247466	338479	97833	44	M	15548
247467	423440	97833	56	M	X
247468	1104627	97834	70	F	X
247469	19314	97834	3	M	X
247470	178519	97834	26	M	15548
247502	647741	97847	14	F	30
247503	449358	97847	60	M	X
247504	853763	97847	41	F	15550
247505	405136	97847	53	M	15550
247536	942154	97862	51	F	15553
247537	942156	97862	51	F	15553
247549	370005	97870	48	M	15554
247550	477281	97870	64	M	X
247551	942151	97870	51	F	15554
247552	477280	97870	64	M	X
247553	322024	97870	42	M	15554
247610	276068	97894	37	M	15560
247611	729499	97894	28	F	15560
247612	834824	97894	39	F	15561
247613	834823	97894	39	F	15561
247614	834822	97894	39	F	15561
247760	570348	97961	4	F	X
247761	570349	97961	4	F	X
247762	570350	97961	4	F	X
247763	570351	97961	4	F	X
247855	456562	97999	61	M	X
247856	178526	97999	26	M	15575
247857	463987	97999	62	M	X
247859	463989	98001	62	M	X
247893	500465	98018	68	M	X
247894	500464	98018	68	M	X
247895	881820	98018	44	F	15577
247896	881819	98018	44	F	15578
247897	255200	98018	35	M	15578
247952	654411	98042	15	F	82
247953	654412	98042	15	F	79
247954	654413	98042	15	F	5
247955	881817	98042	44	F	15582
247956	330195	98042	43	M	15582
248023	449362	98069	60	M	X
248024	449363	98069	60	M	X
248025	449364	98069	60	M	X
248026	449365	98069	60	M	X
248027	449366	98069	60	M	X
248028	67965	98069	9	M	4
248029	67964	98069	9	M	35
248030	67963	98069	9	M	17
248142	666633	98115	17	F	83
248143	666632	98115	17	F	113
248144	265760	98115	36	M	15592
248145	265759	98115	36	M	15592
248146	265758	98115	36	M	15592
248314	824583	98174	38	F	15605
248315	824584	98174	38	F	15605
248316	824585	98174	38	F	15605
248341	1128140	98184	73	F	X
248342	1128141	98184	73	F	X
248343	224092	98184	32	M	15608
248367	483457	98194	65	M	X
248368	577346	98194	5	F	X
248452	50588	98231	7	M	69
248453	50589	98231	7	M	82
248454	50590	98231	7	M	79
248485	926000	98245	49	F	15614
248771	640659	98355	13	F	3
248772	161948	98355	23	M	15627
248773	610007	98355	9	F	35
248774	684568	98355	20	F	15627
248909	13164	98410	2	M	X
248910	59324	98410	8	M	32
248911	706236	98410	24	F	15637
249078	1120499	98476	72	F	X
249079	672838	98476	18	F	15647
249080	330201	98476	43	M	15647
249168	41946	98512	6	M	X
249169	1159618	98512	81	F	X
249170	456568	98512	61	M	X
249171	1003305	98512	59	F	15653
249192	139987	98522	19	M	15655
249193	139986	98522	19	M	15655
249194	139985	98522	19	M	15655
249214	26160	98534	4	M	X
249215	610014	98534	9	F	30
249326	908879	98578	47	F	15665
249327	626029	98578	11	F	73
249328	986499	98578	57	F	15665
249329	1069280	98578	66	F	X
249640	771938	98700	33	F	15682
249641	994599	98700	58	F	15682
249642	1096013	98700	69	F	X
249643	1128145	98700	73	F	X
249661	205692	98709	30	M	15684
249662	660523	98709	16	F	15
249663	178530	98709	26	M	15684
249664	640665	98709	13	F	32
249665	495213	98709	67	M	X
249761	824593	98752	38	F	15691
249762	265774	98752	36	M	15691
249763	1186362	98752	91	F	X
249764	593385	98752	7	F	113
249765	1183148	98752	88	F	X
249766	585329	98752	6	F	X
249767	346480	98752	45	M	15691
249768	346481	98752	45	M	15691
249839	1147861	98778	77	F	X
249840	752672	98778	31	F	15697
249876	92679	98793	12	M	30
249877	92680	98793	12	M	69
249878	853788	98793	41	F	15700
249994	626034	98839	11	F	75
249995	477290	98839	64	M	X
249996	313275	98839	41	M	15707
249997	700811	98839	23	F	15707
250003	834835	98843	39	F	15707
250004	570361	98843	4	F	X
250011	1128148	98847	73	F	X
250012	127517	98847	17	M	5
250013	986506	98847	57	F	15708
250014	362363	98847	47	M	15708
250015	114638	98847	15	M	73
250140	957468	98897	53	F	15719
250141	762145	98897	32	F	15719
250142	762144	98897	32	F	15719
250188	1144987	98916	76	F	X
250189	435743	98916	58	M	X
250190	942168	98916	51	F	15722
250191	633405	98916	12	F	107
250192	13170	98916	2	M	X
250193	803832	98916	36	F	15722
250262	666653	98946	17	F	80
250263	172823	98946	25	M	15726
250264	978934	98946	56	F	15726
250265	863464	98946	42	F	15726
250503	184669	99042	27	M	15741
250504	908892	99042	47	F	15741
250551	1060033	99064	65	F	X
250552	1031655	99064	62	F	X
250553	384687	99064	50	M	15745
250554	234074	99064	33	M	15745
250555	234075	99064	33	M	15745
250556	736102	99064	29	F	15745
250557	736101	99064	29	F	15745
250583	793219	99075	35	F	15747
250584	793220	99075	35	F	15747
250585	793221	99075	35	F	15747
250586	640672	99075	13	F	107
250587	640673	99075	13	F	27
250593	782550	99077	34	F	15747
250594	423453	99077	56	M	X
250595	782551	99077	34	F	15748
250596	782552	99077	34	F	15748
250692	145618	99117	20	M	15756
250693	214563	99117	31	M	15756
250694	706250	99117	24	F	15756
250695	1078579	99117	67	F	X
250926	489396	99209	66	M	X
250927	85092	99209	11	M	66
250939	538500	99215	82	M	X
250940	313277	99215	41	M	15771
250941	313278	99215	41	M	15771
250942	184672	99215	27	M	15771
251058	1104651	99261	70	F	X
251059	1140279	99261	75	F	X
251060	926019	99261	49	F	15778
251061	41960	99261	6	M	X
251062	934279	99261	50	F	15778
251063	834841	99261	39	F	15778
251064	234079	99261	33	M	15778
251322	803842	99366	36	F	15793
251323	161958	99366	23	M	15793
251324	744146	99366	30	F	15793
251349	899906	99375	46	F	15794
251350	752686	99375	31	F	15794
251351	1128158	99375	73	F	X
251390	834843	99392	39	F	15797
251391	908896	99392	47	F	15797
251392	834842	99392	39	F	15798
251393	908898	99392	47	F	15798
251843	729513	99578	28	F	15828
251844	729514	99578	28	F	15829
251845	121205	99578	16	M	12
251866	322053	99586	42	M	15830
251867	322052	99586	42	M	15830
251868	322051	99586	42	M	15830
251869	322050	99586	42	M	15830
251870	417340	99586	55	M	15831
252005	863487	99639	42	F	15838
252006	706262	99639	24	F	15838
252114	1012313	99683	60	F	15846
252115	640681	99683	13	F	4
252165	729517	99701	28	F	15849
252421	405170	99805	53	M	15864
252422	59351	99805	8	M	50
252423	161961	99805	23	M	15864
252484	276116	99831	37	M	15867
252485	276115	99831	37	M	15868
252486	1104658	99831	70	F	X
252487	435761	99831	58	M	X
252488	1031667	99831	62	F	X
252504	640682	99840	13	F	18
252505	700821	99840	23	F	15868
252506	1149943	99840	78	F	X
252584	690038	99870	21	F	15872
252585	872535	99870	43	F	15872
252586	1060045	99870	65	F	X
252711	464019	99921	62	M	X
252712	593414	99921	7	F	84
252792	1041073	99951	63	F	X
252793	917579	99951	48	F	15888
252794	917580	99951	48	F	15888
252795	570380	99951	4	F	X
252933	495232	100008	67	M	X
252934	1031668	100008	62	F	X
253005	834853	100038	39	F	15899
253006	834854	100038	39	F	15900
253007	834855	100038	39	F	15900
253092	526109	100070	74	M	X
253093	76727	100070	10	M	39
253094	76728	100070	10	M	100
253130	184680	100085	27	M	15908
253131	803866	100085	36	F	15908
253132	429469	100085	57	M	X
253197	539928	100113	83	M	X
253198	523095	100113	73	M	X
253199	899928	100113	46	F	15913
253200	1041077	100113	63	F	X
253201	1173042	100113	84	F	X
253295	544521	100151	90	M	X
253296	114657	100151	15	M	7
253297	771973	100151	33	F	15920
253312	771974	100158	33	F	15920
253313	771975	100158	33	F	15920
253314	771976	100158	33	F	15921
253315	771977	100158	33	F	15921
253480	26188	100226	4	M	X
253481	26189	100226	4	M	X
253482	26190	100226	4	M	X
253483	26191	100226	4	M	X
253484	762172	100226	32	F	15929
253485	214586	100226	31	M	15929
253486	214587	100226	31	M	15929
253623	1012321	100281	60	F	15936
253624	853810	100281	41	F	15936
253625	542202	100281	85	M	X
253626	542201	100281	85	M	X
253627	405175	100281	53	M	15936
253628	405176	100281	53	M	15936
253629	405177	100281	53	M	15936
253630	863497	100282	42	F	15936
253734	134047	100325	18	M	15944
253735	134048	100325	18	M	15944
253736	134049	100325	18	M	15944
253746	384702	100330	50	M	15945
253747	384703	100330	50	M	15945
253748	384704	100330	50	M	15945
253749	265813	100330	36	M	15945
253833	633426	100367	12	F	80
253834	633425	100367	12	F	26
253835	276134	100367	37	M	15948
253836	276135	100367	37	M	15948
253837	1050674	100367	64	F	X
253838	563898	100367	3	F	X
253919	872547	100400	43	F	15955
253920	1050675	100400	64	F	X
253921	1041082	100400	63	F	X
254001	814248	100431	37	F	15959
254145	354441	100488	46	M	15971
254146	926037	100488	49	F	15971
254147	690045	100488	21	F	15971
254148	986526	100488	57	F	15971
254178	752709	100499	31	F	15973
254179	752710	100499	31	F	15973
254180	563899	100499	3	F	X
254181	563900	100499	3	F	X
254367	717256	100581	26	F	15980
254399	224133	100593	32	M	15982
254400	33703	100593	5	M	X
254401	224137	100593	32	M	15982
254731	214599	100722	31	M	16001
254732	362393	100722	47	M	16001
254733	156697	100722	22	M	16001
254779	1155311	100740	80	F	X
254780	1096052	100740	69	F	X
254781	483486	100740	65	M	X
254782	736121	100740	29	F	16003
254783	736122	100740	29	F	16003
254832	255252	100760	35	M	16006
254833	844378	100760	40	F	16006
254834	890901	100760	45	F	16006
254835	1012336	100760	60	F	16006
254836	640699	100760	13	F	18
254842	762179	100764	32	F	16007
254843	85117	100764	11	M	13
254844	585367	100764	6	F	X
254845	1041088	100764	63	F	X
254891	417355	100785	55	M	16010
254963	26201	100812	4	M	X
254964	26200	100812	4	M	X
254965	330226	100812	43	M	16017
254966	127532	100812	17	M	50
254974	495248	100815	67	M	X
254975	224139	100815	32	M	16017
254993	483487	100820	65	M	X
254994	536852	100820	81	M	X
254995	68007	100820	9	M	69
254996	577390	100820	5	F	X
255120	1012341	100881	60	F	16027
255121	994634	100881	58	F	16027
255182	577391	100905	5	F	X
255183	442515	100905	59	M	X
255184	156700	100905	22	M	16031
255185	1060063	100905	65	F	X
255186	304581	100905	40	M	16032
255187	577392	100905	5	F	X
255188	711694	100905	25	F	16032
255189	304582	100905	40	M	16032
255190	265825	100905	36	M	16032
255296	934308	100949	50	F	16038
255297	1152142	100949	79	F	X
255401	68011	100992	9	M	2
255402	585372	100992	6	F	X
255403	377384	100992	49	M	16044
255404	19353	100992	3	M	X
255523	68019	101037	9	M	30
255527	442520	101039	59	M	X
255528	442521	101039	59	M	X
255568	1104682	101056	70	F	X
255569	1152143	101056	79	F	X
255570	1104681	101056	70	F	X
255571	1104680	101056	70	F	X
255586	435779	101062	58	M	X
255587	435780	101062	58	M	X
255658	717273	101090	26	F	16057
255659	285923	101090	38	M	16057
255660	19357	101090	3	M	X
255661	285922	101090	38	M	16057
255662	285920	101090	38	M	16057
255663	717274	101090	26	F	16057
255770	803895	101135	36	F	16064
255771	803894	101135	36	F	16064
255772	803893	101135	36	F	16064
255932	803896	101197	36	F	16073
255933	1168836	101197	83	F	X
255934	1096060	101197	69	F	X
255935	224148	101197	32	M	16074
255936	285925	101197	38	M	16074
255990	1128180	101223	73	F	X
255991	872563	101223	43	F	16077
255992	654451	101223	15	F	5
256081	834879	101259	39	F	16083
256082	557936	101259	2	F	X
256083	557937	101259	2	F	X
256084	557938	101259	2	F	X
256085	429479	101259	57	M	X
256139	863516	101282	42	F	16085
256140	470877	101282	63	M	X
256141	33716	101282	5	M	X
256276	519254	101336	72	M	X
256277	449424	101336	60	M	X
256300	114677	101345	15	M	90
256301	114678	101345	15	M	28
256333	1128182	101359	73	F	X
256334	156704	101359	22	M	16096
256335	1069337	101359	66	F	X
256343	1183159	101362	88	F	X
256344	1069338	101362	66	F	X
256345	398689	101362	52	M	16096
256346	398691	101362	52	M	16096
256377	121228	101376	16	M	79
256378	121229	101376	16	M	37
256379	156706	101376	22	M	16099
256380	156707	101376	22	M	16099
256381	156708	101376	22	M	16099
256382	156709	101376	22	M	16099
256384	107783	101378	14	M	71
256385	156711	101378	22	M	16099
256386	872560	101378	43	F	16099
256387	872561	101378	43	F	16099
256467	313313	101413	41	M	16103
256537	322088	101442	42	M	16109
256538	729541	101442	28	F	16109
256679	1305	101496	0	M	X
256680	899945	101496	46	F	16120
256748	736134	101520	29	F	16127
256749	736133	101520	29	F	16127
256750	736132	101520	29	F	16127
256751	744174	101520	30	F	16127
256752	744173	101520	30	F	16127
256753	744172	101520	30	F	16128
256754	934315	101520	50	F	16128
256889	214612	101581	31	M	16139
256890	214611	101581	31	M	16139
256891	423481	101581	56	M	X
256892	423482	101581	56	M	X
256896	384719	101583	50	M	16139
256897	384718	101583	50	M	16139
256898	384717	101583	50	M	16139
256899	214609	101583	31	M	16140
256900	214610	101583	31	M	16140
256901	384714	101583	50	M	16140
257323	205753	101753	30	M	16168
257324	978979	101753	56	F	16168
257357	464055	101768	62	M	X
257358	824670	101768	38	F	16170
257359	244593	101768	34	M	16170
257494	853840	101822	41	F	16179
257495	1012360	101822	60	F	16179
257496	593450	101822	7	F	82
257501	7208	101824	1	M	X
257502	7209	101824	1	M	X
257503	470884	101824	63	M	X
257504	470885	101824	63	M	X
257505	470886	101824	63	M	X
257808	723210	101948	27	F	16198
257809	92728	101948	12	M	70
257814	145650	101950	20	M	16199
257815	330247	101950	43	M	16199
257816	76763	101950	10	M	13
257817	1120556	101950	72	F	X
257818	1041105	101950	63	F	X
257828	100395	101955	13	M	42
257883	151159	101979	21	M	16202
257884	908940	101979	47	F	16203
257885	191253	101979	28	M	16203
257886	191254	101979	28	M	16203
258110	950047	102065	52	F	16216
258111	1041108	102065	63	F	X
258112	92730	102065	12	M	96
258113	1183160	102065	88	F	X
258220	762208	102111	32	F	16223
258221	145652	102111	20	M	16223
258222	926068	102111	49	F	16223
258375	942233	102174	51	F	16234
258376	926070	102174	49	F	16234
258377	926071	102174	49	F	16234
258499	824677	102226	38	F	16244
258500	1041113	102226	63	F	X
258521	1087725	102234	68	F	X
258522	577410	102234	5	F	X
258523	872581	102234	43	F	16247
258524	184706	102234	27	M	16247
258525	184705	102234	27	M	16247
258526	362415	102234	47	M	16247
258527	362414	102234	47	M	16247
258528	505533	102234	69	M	X
258630	853852	102275	41	F	16252
258631	1159650	102275	81	F	X
258632	477336	102275	64	M	X
258763	495262	102328	67	M	X
258764	890928	102328	45	F	16260
258765	295625	102328	39	M	16260
258766	1078630	102328	67	F	X
258767	370064	102328	48	M	16260
258782	917632	102335	48	F	16261
258783	519262	102335	72	M	X
258784	92736	102335	12	M	18
258785	1087728	102335	68	F	X
258854	449433	102364	60	M	X
258855	398705	102364	52	M	16264
258856	964697	102364	54	F	16264
258857	678861	102364	19	F	16264
258858	577412	102364	5	F	X
258859	285949	102364	38	M	16265
258964	423494	102409	56	M	X
258965	793306	102409	35	F	16270
258994	322110	102421	42	M	16273
258995	1078631	102421	67	F	X
258996	1159651	102421	81	F	X
258997	824682	102421	38	F	16273
258998	934338	102421	50	F	16273
259248	178569	102520	26	M	16291
259249	205771	102520	30	M	16291
259333	934341	102553	50	F	16298
259334	197853	102553	29	M	16298
259335	265866	102553	36	M	16298
259465	384732	102606	50	M	16310
259466	429490	102606	57	M	X
259467	986575	102606	57	F	16310
259638	1050722	102673	64	F	X
259639	853867	102673	41	F	16320
259851	899976	102757	46	F	16331
259852	899977	102757	46	F	16331
259853	322117	102757	42	M	16331
259854	322118	102757	42	M	16331
259855	322119	102757	42	M	16331
259856	971944	102757	55	F	16331
259870	793321	102766	35	F	16332
259871	510518	102766	70	M	X
259872	510519	102766	70	M	X
259873	510520	102766	70	M	X
260130	1140320	102863	75	F	X
260131	957523	102863	53	F	16348
260132	853871	102863	41	F	16348
260133	957524	102863	53	F	16348
260241	926083	102914	49	F	16354
260242	964707	102914	54	F	16354
260243	633460	102914	12	F	84
260244	633459	102914	12	F	69
260465	362422	103003	47	M	16370
260466	134088	103003	18	M	16370
260496	449439	103015	60	M	X
260497	535354	103015	80	M	X
260498	405217	103015	53	M	16372
260499	971949	103015	55	F	16372
260500	926086	103015	49	F	16373
260507	377408	103018	49	M	16374
260508	1050727	103018	64	F	X
260598	285960	103056	38	M	16380
260599	304617	103056	40	M	16380
260651	456631	103077	61	M	X
260652	950062	103077	52	F	16386
260653	814303	103077	37	F	16386
260784	1128209	103128	73	F	X
260785	695531	103128	22	F	16395
260786	633464	103128	12	F	107
260787	197866	103128	29	M	16395
260894	234154	103172	33	M	16402
260895	510527	103172	70	M	X
260896	234155	103172	33	M	16402
260897	244624	103172	34	M	16402
260898	244623	103172	34	M	16402
260899	313356	103172	41	M	16402
260900	313355	103172	41	M	16402
260909	59401	103178	8	M	39
261041	405223	103227	53	M	16409
261042	405222	103227	53	M	16409
261043	265879	103227	36	M	16410
261323	42026	103338	6	M	X
261324	42027	103338	6	M	X
261325	19389	103338	3	M	X
261326	585415	103338	6	F	X
261327	1181744	103338	87	F	X
261415	205785	103380	30	M	16433
261416	1096104	103380	69	F	X
261417	986590	103380	57	F	16433
261448	1155341	103394	80	F	X
261449	1069385	103394	66	F	X
261450	214660	103394	31	M	16435
261451	1069384	103394	66	F	X
261452	834922	103394	39	F	16435
261474	782659	103405	34	F	16436
261475	276202	103405	37	M	16436
261476	276201	103405	37	M	16436
261477	276200	103405	37	M	16436
261594	244630	103449	34	M	16442
261595	899987	103449	46	F	16443
261596	224205	103449	32	M	16443
261979	489442	103602	66	M	X
261980	489440	103602	66	M	X
261981	1003390	103602	59	F	16468
261982	994672	103602	58	F	16468
262077	700864	103642	23	F	16474
262078	1155344	103642	80	F	X
262079	100419	103642	13	M	35
262080	957541	103642	53	F	16474
262102	338555	103649	44	M	16475
262103	477353	103649	64	M	X
262104	1021876	103649	61	F	X
262105	585422	103649	6	F	X
262106	470906	103649	63	M	X
262107	19400	103649	3	M	X
262108	151187	103649	21	M	16476
262143	417386	103668	55	M	16477
262144	417385	103668	55	M	16478
262145	660593	103668	16	F	41
262146	26245	103668	4	M	X
262147	184723	103668	27	M	16478
262381	834926	103761	39	F	16496
262479	782672	103802	34	F	16502
262480	346563	103802	45	M	16502
262481	654473	103802	15	F	35
262482	322136	103802	42	M	16502
262571	1050742	103835	64	F	X
262572	793349	103835	35	F	16509
262587	700866	103842	23	F	16509
262588	803954	103842	36	F	16509
262773	483525	103918	65	M	X
262774	500538	103918	68	M	X
262893	752783	103968	31	F	16526
262894	834928	103968	39	F	16526
262980	834929	103999	39	F	16533
262981	723245	103999	27	F	16533
262982	68068	103999	9	M	26
263019	793359	104014	35	F	16536
263020	793360	104014	35	F	16536
263050	577434	104027	5	F	X
263051	577436	104027	5	F	X
263052	577437	104027	5	F	X
263053	276212	104027	37	M	16538
263054	483526	104027	65	M	X
263055	483527	104027	65	M	X
263152	1149963	104068	78	F	X
263153	844442	104068	40	F	16546
263241	197877	104105	29	M	16552
263242	1188870	104105	95	F	X
263243	706321	104105	24	F	16552
263244	706319	104105	24	F	16552
263245	384758	104105	50	M	16552
263426	234172	104177	33	M	16564
263427	1021886	104177	61	F	X
263428	934372	104177	50	F	16564
263429	1173072	104177	84	F	X
263430	489452	104177	66	M	X
263674	162016	104274	23	M	16584
263750	917670	104305	48	F	16590
263751	979021	104305	56	F	16590
263752	881932	104305	44	F	16590
263848	205805	104345	30	M	16597
263849	295667	104345	39	M	16597
263973	626120	104393	11	F	63
263974	1155353	104393	80	F	X
264430	684665	104574	20	F	16635
264431	585436	104574	6	F	X
264432	585437	104574	6	F	X
264433	585438	104574	6	F	X
264434	585439	104574	6	F	X
264473	772066	104594	33	F	16638
264474	772067	104594	33	F	16638
264475	772068	104594	33	F	16638
264476	772069	104594	33	F	16638
264477	1134352	104594	74	F	X
264527	762259	104616	32	F	16643
264528	971973	104616	55	F	16643
264529	971972	104616	55	F	16643
264530	1152159	104616	79	F	X
264543	224233	104623	32	M	16644
264544	971970	104623	55	F	16644
264545	346580	104623	45	M	16644
264546	950085	104623	52	F	16644
264547	495282	104623	67	M	X
264548	107831	104623	14	M	65
264583	464094	104639	62	M	X
264584	464093	104639	62	M	X
264585	477360	104639	64	M	X
264586	1181746	104639	87	F	X
264627	950086	104656	52	F	16649
264628	495278	104656	67	M	X
264629	495279	104656	67	M	X
264654	505555	104667	69	M	X
264655	505554	104667	69	M	X
264656	505553	104667	69	M	X
264657	295673	104667	39	M	16651
264713	917675	104688	48	F	16655
264714	917676	104688	48	F	16655
264715	917677	104688	48	F	16656
264716	917678	104688	48	F	16656
264717	370101	104688	48	M	16656
264750	13255	104705	2	M	X
264751	13256	104705	2	M	X
264752	1120601	104705	72	F	X
264753	964733	104705	54	F	16657
265192	405245	104879	53	M	16685
265193	285999	104879	38	M	16685
265194	354519	104879	46	M	16686
265195	1112867	104879	71	F	X
265242	197893	104898	29	M	16687
265243	214684	104898	31	M	16688
265244	313386	104898	41	M	16688
265245	881950	104898	44	F	16688
265350	593508	104940	7	F	30
265351	1087782	104940	68	F	X
265527	384780	105011	50	M	16705
265528	881951	105011	44	F	16705
265820	853922	105132	41	F	16730
265821	313387	105132	41	M	16730
266006	1358	105199	0	M	X
266007	523126	105199	73	M	X
266008	1096135	105199	69	F	X
266009	601813	105199	8	F	39
266010	678895	105199	19	F	16742
266108	942285	105240	51	F	16748
266109	942284	105240	51	F	16748
266364	205830	105347	30	M	16766
266365	442571	105347	59	M	X
266366	762272	105347	32	F	16766
266375	1078685	105350	67	F	X
266376	672938	105350	18	F	16767
266377	205828	105350	30	M	16767
266489	456656	105395	61	M	X
266490	76814	105395	10	M	4
266491	330318	105395	43	M	16774
266611	322161	105441	42	M	16783
266679	793394	105471	35	F	16788
266680	1168866	105471	83	F	X
266834	234198	105532	33	M	16798
266835	304669	105532	40	M	16798
266836	313400	105532	41	M	16798
266837	42074	105532	6	M	X
266838	684674	105532	20	F	16798
266873	577461	105544	5	F	X
266874	1087798	105544	68	F	X
266875	405255	105544	53	M	16799
266876	477377	105544	64	M	X
266877	265927	105544	36	M	16800
266925	695559	105568	22	F	16803
266926	114722	105568	15	M	16
266927	417404	105568	55	M	16803
266928	92782	105568	12	M	28
266929	752819	105568	31	F	16803
266967	1096142	105583	69	F	X
266968	793398	105583	35	F	16806
266969	1176657	105583	85	F	X
266970	934393	105583	50	F	16806
266971	881963	105583	44	F	16806
266972	255357	105583	35	M	16806
266973	19426	105583	3	M	X
267278	834964	105707	39	F	16827
267279	140060	105707	19	M	16827
267280	744252	105707	30	F	16827
267281	1050769	105707	64	F	X
267282	1031782	105707	62	F	X
267354	100456	105738	13	M	63
267355	1155367	105738	80	F	X
267356	151217	105738	21	M	16832
267357	477379	105738	64	M	X
267415	964754	105762	54	F	16837
267416	423533	105763	56	M	X
267417	477380	105763	64	M	X
267418	964751	105763	54	F	16837
267435	1179524	105771	86	F	X
267436	723269	105771	27	F	16838
267437	900039	105771	46	F	16838
267438	900038	105771	46	F	16838
267474	909000	105789	47	F	16840
267475	76828	105789	10	M	79
267476	863599	105789	42	F	16840
267488	295697	105795	39	M	16841
267489	803991	105795	36	F	16841
267490	803992	105795	36	F	16841
267491	803993	105795	36	F	16842
267591	994726	105835	58	F	16847
267592	994725	105835	58	F	16847
267593	994724	105835	58	F	16848
267722	695567	105883	22	F	16854
267723	814372	105883	37	F	16854
267724	322171	105883	42	M	16854
267725	1134374	105883	74	F	X
267800	762283	105915	32	F	16859
267801	872660	105915	43	F	16859
267802	957573	105915	53	F	16859
267803	1096147	105916	69	F	X
267804	881966	105916	44	F	16859
267805	1184249	105916	89	F	X
267834	744260	105926	30	F	16861
267835	752828	105926	31	F	16861
267836	824755	105926	38	F	16862
267837	435845	105926	58	M	X
267838	107851	105926	14	M	20
267903	654499	105952	15	F	28
267904	654498	105952	15	F	42
267905	470942	105952	63	M	X
267906	464103	105952	62	M	X
267907	957575	105952	53	F	16866
267908	1134375	105952	74	F	X
267909	322172	105952	42	M	16866
268030	814376	106000	37	F	16874
268105	917699	106033	48	F	16878
268106	1152167	106033	79	F	X
268107	100465	106033	13	M	84
268108	1179526	106033	86	F	X
268204	994728	106071	58	F	16886
268205	167671	106071	24	M	16886
268206	934402	106071	50	F	16886
268207	167667	106071	24	M	16886
268208	934403	106071	50	F	16886
268497	618376	106189	10	F	19
268498	881972	106189	44	F	16904
268629	601837	106243	8	F	27
268630	601836	106243	8	F	93
268631	964757	106243	54	F	16914
268632	964758	106243	54	F	16914
268633	964759	106243	54	F	16914
